Ursprungspfad;Vorgeschlagener_Wiki_Ordner;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\examples\setup-guide.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\examples\start-meeting-pattern.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\references\android-setup.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\references\ios-setup.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\references\native-bridge-notes.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\references\official-sources.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\references\wrapper-api.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\troubleshooting\common-issues.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\troubleshooting\deprecated-and-contradictions.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\troubleshooting\version-drift.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\ai-companion.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\android.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\authorization.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\bot-authentication.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\breakout-rooms.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\environment-variables.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\forum-top-questions.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\full-guide.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\ios.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\macos.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\multiple-meetings.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\signature-playbook.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\triage-intake.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\troubleshooting.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\unreal.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\references\webinars.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\RUNBOOK.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\SKILL.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\unreal.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\concepts\architecture.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\concepts\lifecycle-workflow.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\examples\join-start-pattern.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\references\environment-variables.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\references\unreal-reference-map.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\references\versioning-and-compatibility.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\scenarios\high-level-scenarios.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\unreal\troubleshooting\common-issues.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\RUNBOOK.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\SKILL.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\client-view\RUNBOOK.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\client-view\SKILL.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\client-view\references\index.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\component-view\RUNBOOK.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\component-view\SKILL.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\component-view\references\index.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\concepts\browser-support.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\concepts\sharedarraybuffer.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\examples\client-view-basic.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\examples\component-view-react.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\references\component-view-breakout-rooms.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\references\component-view-ui-customization.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\references\sharedarraybuffer-gallery-view.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\references\web-performance-cpu.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\references\web-timeout-browser-restriction.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\references\web-tracking-id.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\references\web.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\troubleshooting\common-issues.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\web\troubleshooting\error-codes.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\RUNBOOK.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\SKILL.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\concepts\oauth-flows.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\concepts\pkce.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\concepts\scopes-architecture.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\concepts\state-parameter.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\concepts\token-lifecycle.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\examples\device-flow.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\examples\pkce-implementation.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\examples\s2s-oauth-basic.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\examples\s2s-oauth-redis.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\examples\token-refresh.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\examples\user-oauth-basic.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\examples\user-oauth-mysql.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\references\classic-scopes.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\references\environment-variables.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\references\full-guide.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\references\granular-scopes.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\references\oauth-errors.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\troubleshooting\common-errors.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\troubleshooting\redirect-uri-issues.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\troubleshooting\scope-issues.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\oauth\troubleshooting\token-issues.md;Zoom OAuth;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\RUNBOOK.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\SKILL.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\concepts\architecture-and-lifecycle.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\examples\phone-api-service-pattern.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\examples\smart-embed-postmessage-bridge.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\references\call-handling-patterns.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\references\crm-sample-validation.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\references\deprecations-and-migrations.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\references\environment-variables.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\references\forum-top-questions.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\references\full-guide.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\references\smart-embed-event-contract.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\references\source-map.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\scenarios\high-level-scenarios.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\phone\troubleshooting\common-issues.md;Zoom Phone;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\plan-zoom-integration\SKILL.md;Zoom Integration Planning;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\plan-zoom-product\SKILL.md;Zoom Integration Planning;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\probe-sdk.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\RUNBOOK.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\SKILL.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\concepts\architecture-and-lifecycle.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\examples\comprehensive-network-pattern.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\examples\diagnostic-page-pattern.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\references\environment-variables.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\references\full-guide.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\references\probe-reference-map.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\references\samples-validation.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\references\source-map.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\references\versioning-and-compatibility.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\scenarios\high-level-scenarios.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\probe-sdk\troubleshooting\common-issues.md;Zoom Probe SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\RUNBOOK.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\SKILL.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\concepts\api-architecture.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\concepts\authentication-flows.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\concepts\meeting-urls-and-sdk-joining.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\concepts\rate-limiting-strategy.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\examples\graphql-queries.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\examples\meeting-lifecycle.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\examples\recording-pipeline.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\examples\user-management.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\examples\webhook-server.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\accounts.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\ai-companion.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\ai-services.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\authentication.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\auto-dialer.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\calendar.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\chatbot.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\clips.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\cobrowse-sdk-api.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\commerce.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\contact-center.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\crc.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\environment-variables.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\events.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\full-guide.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\graphql.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\healthcare.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\mail.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\marketplace-apps.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\meetings.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\number-management.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\openapi.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\phone.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\qss.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\quality-management.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\rate-limits.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\recordings.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\reports.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\revenue-accelerator.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\rooms.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\scheduler.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\scim2.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\tasks.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\team-chat.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\users.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\video-management.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\video-sdk-api.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\virtual-agent.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\webinars.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\whiteboard.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\workforce-management.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\references\zoom-docs.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\troubleshooting\common-errors.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\troubleshooting\common-issues.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\troubleshooting\forum-top-questions.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rest-api\troubleshooting\token-scope-playbook.md;Zoom REST API;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\rivet-sdk.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\RUNBOOK.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\SKILL.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\concepts\architecture-and-lifecycle.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\examples\getting-started-pattern.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\examples\multi-client-pattern.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\references\environment-variables.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\references\full-guide.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\references\rivet-reference-map.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\references\samples-validation.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\references\source-map.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\references\versioning-and-compatibility.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\scenarios\high-level-scenarios.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rivet-sdk\troubleshooting\common-issues.md;Zoom Rivet SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rtms\RUNBOOK.md;Zoom RTMS;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rtms\SKILL.md;Zoom RTMS;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\rtms\concepts\connection-architecture.md;Zoom RTMS;;
